payment_id,project_id,vendor_id,payment_date,amount_lakh,payment_stage,payment_status,reference_number
PAY-01005,MPL-0120,V059,2026-06-08,10.0,Execution,Processed,REF-0001005
PAY-01006,MPL-0120,V059,2026-06-09,10.0,Finishing,Processed,REF-0001006
PAY-01007,MPL-0120,V059,2026-11-19,3.46,Foundation,Processed,REF-0001007
PAY-01008,MPL-0120,V059,2026-07-04,0.74,Execution,Processed,REF-0001008
PAY-01009,MPL-0120,V059,2026-08-19,3.86,Final,Processed,REF-0001009
PAY-01010,MPL-0120,V059,2026-06-02,6.96,Foundation,Processed,REF-0001010
PAY-01011,MPL-0120,V059,2026-08-29,0.32,Foundation,Processed,REF-0001011
PAY-01012,MPL-0121,V006,2026-08-06,0.88,Final,Processed,REF-0001012
PAY-01013,MPL-0121,V006,2027-01-08,4.63,Foundation,Processed,REF-0001013
PAY-01014,MPL-0121,V006,2026-05-07,1.07,Final,Processed,REF-0001014
PAY-01015,MPL-0121,V006,2026-05-13,3.27,Final,Processed,REF-0001015
PAY-01016,MPL-0121,V006,2027-01-23,0.28,Foundation,Processed,REF-0001016
PAY-01017,MPL-0121,V006,2026-04-26,2.01,Finishing,Processed,REF-0001017
PAY-01018,MPL-0122,V008,2026-12-08,6.45,Foundation,Processed,REF-0001018
PAY-01019,MPL-0122,V008,2026-10-24,5.57,Final,Processed,REF-0001019
PAY-01020,MPL-0122,V008,2027-01-06,8.1,Finishing,Processed,REF-0001020
PAY-01021,MPL-0122,V008,2027-02-23,10.08,Foundation,Processed,REF-0001021
PAY-01022,MPL-0122,V008,2027-01-20,7.12,Execution,Processed,REF-0001022
PAY-01023,MPL-0123,V031,2026-05-09,8.54,Finishing,Processed,REF-0001023
PAY-01024,MPL-0123,V031,2026-10-16,0.25,Finishing,Processed,REF-0001024
PAY-01025,MPL-0123,V031,2026-07-21,5.87,Mobilization,Processed,REF-0001025
PAY-01026,MPL-0123,V031,2026-05-18,0.29,Execution,Processed,REF-0001026
PAY-01027,MPL-0123,V031,2026-05-07,12.67,Execution,Processed,REF-0001027
PAY-01028,MPL-0123,V031,2026-04-18,2.97,Foundation,Processed,REF-0001028
PAY-01029,MPL-0124,V069,2026-08-14,1.07,Foundation,Processed,REF-0001029
PAY-01030,MPL-0124,V069,2026-11-14,0.42,Execution,Processed,REF-0001030
PAY-01031,MPL-0124,V069,2026-07-19,1.97,Finishing,Processed,REF-0001031
PAY-01032,MPL-0124,V069,2027-01-16,2.81,Final,Processed,REF-0001032
PAY-01033,MPL-0124,V069,2026-04-06,0.66,Execution,Processed,REF-0001033
PAY-01034,MPL-0124,V069,2026-03-19,2.57,Finishing,Processed,REF-0001034
PAY-01035,MPL-0125,V016,2027-02-03,1.14,Execution,Processed,REF-0001035
PAY-01036,MPL-0125,V016,2026-08-18,2.81,Final,Processed,REF-0001036
PAY-01037,MPL-0125,V016,2027-04-16,7.18,Mobilization,Processed,REF-0001037
PAY-01038,MPL-0125,V016,2027-04-02,1.45,Mobilization,Processed,REF-0001038
PAY-01039,MPL-0125,V016,2026-09-15,11.3,Foundation,Processed,REF-0001039
PAY-01040,MPL-0125,V016,2027-03-09,0.48,Finishing,Processed,REF-0001040
PAY-01041,MPL-0126,V027,2026-07-24,0.02,Execution,Processed,REF-0001041
PAY-01042,MPL-0126,V027,2026-12-11,2.96,Foundation,Processed,REF-0001042
PAY-01043,MPL-0126,V027,2026-12-19,0.09,Foundation,Processed,REF-0001043
PAY-01044,MPL-0126,V027,2026-12-25,6.09,Execution,Processed,REF-0001044
PAY-01045,MPL-0126,V027,2026-06-21,3.82,Foundation,Processed,REF-0001045
PAY-01046,MPL-0126,V027,2027-03-06,0.19,Mobilization,Processed,REF-0001046
PAY-01047,MPL-0126,V027,2027-01-04,0.98,Foundation,Processed,REF-0001047
PAY-01048,MPL-0126,V027,2026-04-16,0.26,Finishing,Processed,REF-0001048
PAY-01049,MPL-0127,V044,2026-11-23,5.06,Final,Processed,REF-0001049
PAY-01050,MPL-0127,V044,2027-01-23,0.57,Foundation,Processed,REF-0001050
PAY-01051,MPL-0127,V044,2026-06-16,2.3,Mobilization,Processed,REF-0001051
PAY-01052,MPL-0127,V044,2026-10-17,4.09,Execution,Processed,REF-0001052
PAY-01053,MPL-0127,V044,2027-01-25,5.23,Finishing,Processed,REF-0001053
PAY-01054,MPL-0127,V044,2027-02-03,34.35,Final,Processed,REF-0001054
PAY-01055,MPL-0128,V010,2027-05-23,6.28,Execution,Processed,REF-0001055
PAY-01056,MPL-0128,V010,2027-03-05,5.09,Final,Processed,REF-0001056
PAY-01057,MPL-0128,V010,2027-06-02,2.93,Foundation,Processed,REF-0001057
PAY-01058,MPL-0128,V010,2026-12-01,6.98,Foundation,Processed,REF-0001058
PAY-01059,MPL-0128,V010,2026-11-27,1.58,Finishing,Processed,REF-0001059
PAY-01060,MPL-0128,V010,2027-03-08,4.7,Finishing,Processed,REF-0001060
PAY-01061,MPL-0128,V010,2027-05-03,19.35,Execution,Processed,REF-0001061
PAY-01062,MPL-0128,V010,2027-04-05,1.44,Finishing,Processed,REF-0001062
PAY-01063,MPL-0129,V037,2026-03-05,8.99,Foundation,Processed,REF-0001063
PAY-01064,MPL-0129,V037,2026-03-13,14.92,Execution,Processed,REF-0001064
PAY-01065,MPL-0129,V037,2026-08-17,19.85,Finishing,Processed,REF-0001065
PAY-01066,MPL-0129,V037,2026-06-30,10.15,Foundation,Processed,REF-0001066
PAY-01067,MPL-0129,V037,2026-12-20,2.67,Finishing,Processed,REF-0001067
PAY-01068,MPL-0129,V037,2026-03-15,3.17,Foundation,Processed,REF-0001068
PAY-01069,MPL-0129,V037,2026-09-09,0.17,Execution,Processed,REF-0001069
PAY-01070,MPL-0129,V037,2026-12-19,11.47,Mobilization,Processed,REF-0001070
PAY-01071,MPL-0129,V037,2026-07-11,0.35,Finishing,Processed,REF-0001071
PAY-01072,MPL-0130,V073,2026-11-16,6.76,Finishing,Processed,REF-0001072
PAY-01073,MPL-0130,V073,2027-01-15,0.43,Finishing,Processed,REF-0001073
PAY-01074,MPL-0130,V073,2026-07-12,0.64,Mobilization,Processed,REF-0001074
PAY-01075,MPL-0130,V073,2026-08-09,2.19,Execution,Processed,REF-0001075
PAY-01076,MPL-0130,V073,2026-11-28,4.53,Foundation,Processed,REF-0001076
PAY-01077,MPL-0130,V073,2026-10-09,0.51,Mobilization,Processed,REF-0001077
PAY-01078,MPL-0130,V073,2026-12-26,1.96,Execution,Processed,REF-0001078
PAY-01079,MPL-0131,V056,2026-12-04,0.54,Finishing,Processed,REF-0001079
PAY-01080,MPL-0131,V056,2027-01-11,0.19,Finishing,Processed,REF-0001080
PAY-01081,MPL-0131,V056,2027-01-28,0.1,Finishing,Processed,REF-0001081
PAY-01082,MPL-0131,V056,2026-11-05,1.47,Mobilization,Processed,REF-0001082
PAY-01083,MPL-0131,V056,2026-11-09,0.57,Finishing,Processed,REF-0001083
PAY-01084,MPL-0131,V056,2026-10-15,0.01,Execution,Processed,REF-0001084
PAY-01085,MPL-0131,V056,2027-05-16,1.32,Mobilization,Processed,REF-0001085
PAY-01086,MPL-0131,V056,2026-11-29,3.22,Finishing,Processed,REF-0001086
PAY-01087,MPL-0131,V056,2027-01-20,0.76,Foundation,Processed,REF-0001087
PAY-01088,MPL-0132,V005,2026-11-26,0.42,Foundation,Processed,REF-0001088
PAY-01089,MPL-0132,V005,2027-01-11,1.25,Mobilization,Processed,REF-0001089
PAY-01090,MPL-0132,V005,2027-01-05,1.81,Final,Processed,REF-0001090
PAY-01091,MPL-0132,V005,2026-08-12,0.83,Foundation,Processed,REF-0001091
PAY-01092,MPL-0132,V005,2026-12-31,0.35,Final,Processed,REF-0001092
PAY-01093,MPL-0132,V005,2026-03-07,0.53,Mobilization,Processed,REF-0001093
PAY-01094,MPL-0132,V005,2026-09-07,0.72,Mobilization,Processed,REF-0001094
PAY-01095,MPL-0133,V011,2026-11-15,0.21,Final,Processed,REF-0001095
PAY-01096,MPL-0133,V011,2026-06-20,0.58,Mobilization,Processed,REF-0001096
PAY-01097,MPL-0133,V011,2027-02-08,1.73,Foundation,Processed,REF-0001097
PAY-01098,MPL-0133,V011,2026-11-20,1.04,Final,Processed,REF-0001098
PAY-01099,MPL-0133,V011,2026-08-28,0.52,Foundation,Processed,REF-0001099
PAY-01100,MPL-0133,V011,2027-02-17,1.06,Finishing,Processed,REF-0001100
PAY-01101,MPL-0133,V011,2026-09-13,0.12,Execution,Processed,REF-0001101
PAY-01102,MPL-0133,V011,2026-08-09,0.5,Execution,Processed,REF-0001102
PAY-01103,MPL-0133,V011,2026-11-04,1.54,Finishing,Processed,REF-0001103
PAY-01104,MPL-0133,V011,2026-09-06,0.24,Final,Processed,REF-0001104
PAY-01105,MPL-0134,V049,2026-05-07,0.67,Mobilization,Processed,REF-0001105
PAY-01106,MPL-0134,V049,2026-05-11,9.8,Final,Processed,REF-0001106
PAY-01107,MPL-0134,V049,2026-06-22,0.77,Final,Processed,REF-0001107
PAY-01108,MPL-0134,V049,2026-11-20,0.98,Finishing,Processed,REF-0001108
PAY-01109,MPL-0134,V049,2026-05-22,11.36,Foundation,Processed,REF-0001109
PAY-01110,MPL-0134,V049,2026-09-22,4.32,Execution,Processed,REF-0001110
PAY-01111,MPL-0134,V049,2026-05-13,3.91,Foundation,Processed,REF-0001111
PAY-01112,MPL-0134,V049,2027-03-20,6.23,Foundation,Processed,REF-0001112
PAY-01113,MPL-0135,V014,2026-06-22,0.59,Mobilization,Processed,REF-0001113
PAY-01114,MPL-0135,V014,2026-08-15,5.89,Finishing,Processed,REF-0001114
PAY-01115,MPL-0135,V014,2026-04-11,3.37,Execution,Processed,REF-0001115
PAY-01116,MPL-0135,V014,2026-03-18,8.51,Mobilization,Processed,REF-0001116
PAY-01117,MPL-0135,V014,2026-03-12,3.42,Final,Processed,REF-0001117
PAY-01118,MPL-0136,V038,2026-05-06,2.06,Mobilization,Processed,REF-0001118
PAY-01119,MPL-0136,V038,2027-01-28,1.38,Final,Processed,REF-0001119
PAY-01120,MPL-0136,V038,2026-07-12,1.39,Mobilization,Processed,REF-0001120
PAY-01121,MPL-0136,V038,2027-02-21,3.11,Finishing,Processed,REF-0001121
PAY-01122,MPL-0136,V038,2026-08-03,2.11,Final,Processed,REF-0001122
PAY-01123,MPL-0136,V038,2026-10-02,2.14,Execution,Processed,REF-0001123
PAY-01124,MPL-0136,V038,2026-11-29,1.27,Final,Processed,REF-0001124
PAY-01125,MPL-0136,V038,2026-05-07,1.61,Execution,Processed,REF-0001125
PAY-01126,MPL-0136,V038,2026-09-13,2.92,Finishing,Processed,REF-0001126
PAY-01127,MPL-0136,V038,2026-08-07,3.72,Mobilization,Processed,REF-0001127
PAY-01128,MPL-0136,V038,2026-09-08,2.54,Final,Processed,REF-0001128
PAY-01129,MPL-0137,V054,2026-10-06,4.59,Execution,Processed,REF-0001129
PAY-01130,MPL-0137,V054,2026-11-02,3.06,Mobilization,Processed,REF-0001130
PAY-01131,MPL-0137,V054,2026-07-19,1.47,Finishing,Processed,REF-0001131
PAY-01132,MPL-0137,V054,2027-01-09,1.98,Execution,Processed,REF-0001132
PAY-01133,MPL-0137,V054,2026-11-30,4.64,Execution,Processed,REF-0001133
PAY-01134,MPL-0137,V054,2026-12-26,1.72,Final,Processed,REF-0001134
PAY-01135,MPL-0137,V054,2026-07-31,3.1,Finishing,Processed,REF-0001135
PAY-01136,MPL-0137,V054,2026-04-05,2.08,Finishing,Processed,REF-0001136
PAY-01137,MPL-0137,V054,2026-10-15,1.43,Execution,Processed,REF-0001137
PAY-01138,MPL-0137,V054,2027-01-01,0.49,Mobilization,Processed,REF-0001138
PAY-01139,MPL-0137,V054,2026-11-14,0.99,Foundation,Processed,REF-0001139
PAY-01140,MPL-0137,V054,2027-01-17,6.12,Mobilization,Processed,REF-0001140
PAY-01141,MPL-0138,V043,2026-08-29,1.59,Finishing,Processed,REF-0001141
PAY-01142,MPL-0138,V043,2026-11-08,1.23,Finishing,Processed,REF-0001142
PAY-01143,MPL-0138,V043,2027-02-15,4.01,Mobilization,Processed,REF-0001143
PAY-01144,MPL-0138,V043,2027-03-28,1.31,Execution,Processed,REF-0001144
PAY-01145,MPL-0138,V043,2026-10-20,1.11,Foundation,Processed,REF-0001145
PAY-01146,MPL-0138,V043,2027-03-21,2.11,Mobilization,Processed,REF-0001146
PAY-01147,MPL-0138,V043,2026-06-20,1.85,Final,Processed,REF-0001147
PAY-01148,MPL-0138,V043,2026-07-28,0.32,Foundation,Processed,REF-0001148
PAY-01149,MPL-0138,V043,2027-01-08,0.95,Final,Processed,REF-0001149
PAY-01150,MPL-0138,V043,2026-09-07,0.95,Mobilization,Processed,REF-0001150
PAY-01151,MPL-0138,V043,2026-07-14,0.7,Finishing,Processed,REF-0001151
PAY-01152,MPL-0139,V032,2026-12-27,0.95,Final,Processed,REF-0001152
PAY-01153,MPL-0139,V032,2026-08-01,0.7,Mobilization,Processed,REF-0001153
PAY-01154,MPL-0139,V032,2026-12-12,0.29,Execution,Processed,REF-0001154
PAY-01155,MPL-0139,V032,2026-10-31,0.7,Execution,Processed,REF-0001155
PAY-01156,MPL-0139,V032,2026-09-23,0.1,Foundation,Processed,REF-0001156
PAY-01157,MPL-0139,V032,2026-04-22,1.12,Execution,Processed,REF-0001157
PAY-01158,MPL-0139,V032,2027-01-18,2.51,Final,Processed,REF-0001158
PAY-01159,MPL-0139,V032,2026-10-29,1.69,Mobilization,Processed,REF-0001159
PAY-01160,MPL-0139,V032,2026-08-19,0.58,Foundation,Processed,REF-0001160
PAY-01161,MPL-0139,V032,2027-01-16,0.12,Finishing,Processed,REF-0001161
PAY-01162,MPL-0139,V032,2027-01-08,0.3,Finishing,Processed,REF-0001162
PAY-01163,MPL-0139,V032,2026-09-11,1.03,Foundation,Processed,REF-0001163
PAY-01164,MPL-0140,V064,2026-10-09,0.42,Finishing,Processed,REF-0001164
PAY-01165,MPL-0140,V064,2026-11-05,1.42,Final,Processed,REF-0001165
PAY-01166,MPL-0140,V064,2026-03-28,0.48,Mobilization,Processed,REF-0001166
PAY-01167,MPL-0140,V064,2026-09-20,3.42,Mobilization,Processed,REF-0001167
PAY-01168,MPL-0140,V064,2026-08-26,0.92,Foundation,Processed,REF-0001168
PAY-01169,MPL-0140,V064,2026-02-21,0.51,Foundation,Processed,REF-0001169
PAY-01170,MPL-0140,V064,2026-11-08,3.03,Mobilization,Processed,REF-0001170
PAY-01171,MPL-0140,V064,2026-05-11,0.76,Foundation,Processed,REF-0001171
PAY-01172,MPL-0140,V064,2026-09-27,0.21,Mobilization,Processed,REF-0001172
PAY-01173,MPL-0140,V064,2026-03-06,1.53,Finishing,Processed,REF-0001173
PAY-01174,MPL-0141,V011,2026-05-05,3.39,Final,Processed,REF-0001174
PAY-01175,MPL-0141,V011,2026-10-14,4.89,Foundation,Processed,REF-0001175
PAY-01176,MPL-0141,V011,2026-11-14,1.07,Finishing,Processed,REF-0001176
PAY-01177,MPL-0141,V011,2026-08-30,2.29,Mobilization,Processed,REF-0001177
PAY-01178,MPL-0141,V011,2026-07-08,1.29,Mobilization,Processed,REF-0001178
PAY-01179,MPL-0141,V011,2026-09-17,0.33,Execution,Processed,REF-0001179
PAY-01180,MPL-0141,V011,2026-06-25,8.15,Final,Processed,REF-0001180
PAY-01181,MPL-0141,V011,2026-07-22,5.09,Final,Processed,REF-0001181
PAY-01182,MPL-0141,V011,2026-08-16,1.4,Final,Processed,REF-0001182
PAY-01183,MPL-0141,V011,2027-01-05,3.56,Foundation,Processed,REF-0001183
PAY-01184,MPL-0141,V011,2026-04-20,0.88,Execution,Processed,REF-0001184
PAY-01185,MPL-0141,V011,2026-11-01,8.61,Foundation,Processed,REF-0001185
PAY-01186,MPL-0142,V075,2027-03-28,0.29,Final,Processed,REF-0001186
PAY-01187,MPL-0142,V075,2026-11-11,0.01,Finishing,Processed,REF-0001187
PAY-01188,MPL-0142,V075,2027-02-27,1.65,Foundation,Processed,REF-0001188
PAY-01189,MPL-0142,V075,2026-12-22,2.07,Foundation,Processed,REF-0001189
PAY-01190,MPL-0142,V075,2026-09-28,2.04,Final,Processed,REF-0001190
PAY-01191,MPL-0142,V075,2027-03-05,0.13,Mobilization,Processed,REF-0001191
PAY-01192,MPL-0142,V075,2026-12-15,0.89,Finishing,Processed,REF-0001192
PAY-01193,MPL-0142,V075,2026-10-05,1.63,Foundation,Processed,REF-0001193
PAY-01194,MPL-0142,V075,2027-03-03,0.58,Mobilization,Processed,REF-0001194
PAY-01195,MPL-0142,V075,2026-07-08,4.87,Execution,Processed,REF-0001195
PAY-01196,MPL-0143,V044,2026-08-17,0.45,Mobilization,Processed,REF-0001196
PAY-01197,MPL-0143,V044,2027-02-06,3.27,Finishing,Processed,REF-0001197
PAY-01198,MPL-0143,V044,2026-10-23,5.75,Mobilization,Processed,REF-0001198
PAY-01199,MPL-0143,V044,2026-06-07,1.48,Final,Processed,REF-0001199
PAY-01200,MPL-0143,V044,2027-01-01,4.79,Final,Processed,REF-0001200
PAY-01201,MPL-0143,V044,2026-07-26,8.65,Mobilization,Processed,REF-0001201
PAY-01202,MPL-0143,V044,2026-11-02,1.03,Final,Processed,REF-0001202
PAY-01203,MPL-0143,V044,2026-08-30,12.19,Execution,Processed,REF-0001203
PAY-01204,MPL-0144,V071,2026-05-29,4.1,Execution,Processed,REF-0001204
PAY-01205,MPL-0144,V071,2026-07-15,1.81,Finishing,Processed,REF-0001205
PAY-01206,MPL-0144,V071,2026-12-16,2.86,Execution,Processed,REF-0001206
PAY-01207,MPL-0144,V071,2026-08-27,1.9,Final,Processed,REF-0001207
PAY-01208,MPL-0144,V071,2026-09-14,6.56,Execution,Processed,REF-0001208
PAY-01209,MPL-0145,V028,2026-04-12,6.26,Final,Processed,REF-0001209
PAY-01210,MPL-0145,V028,2026-05-21,7.04,Mobilization,Processed,REF-0001210
PAY-01211,MPL-0145,V028,2026-06-22,16.72,Execution,Processed,REF-0001211
PAY-01212,MPL-0145,V028,2026-06-03,6.16,Execution,Processed,REF-0001212
PAY-01213,MPL-0145,V028,2026-12-17,3.62,Mobilization,Processed,REF-0001213
PAY-01214,MPL-0145,V028,2026-05-07,1.63,Final,Processed,REF-0001214
PAY-01215,MPL-0145,V028,2026-12-29,3.09,Finishing,Processed,REF-0001215
PAY-01216,MPL-0145,V028,2026-08-20,0.16,Final,Processed,REF-0001216
PAY-01217,MPL-0146,V051,2027-04-21,5.05,Finishing,Processed,REF-0001217
PAY-01218,MPL-0146,V051,2026-09-25,2.18,Foundation,Processed,REF-0001218
PAY-01219,MPL-0146,V051,2026-06-11,0.07,Foundation,Processed,REF-0001219
PAY-01220,MPL-0146,V051,2026-09-28,0.24,Mobilization,Processed,REF-0001220
PAY-01221,MPL-0146,V051,2027-04-20,1.81,Foundation,Processed,REF-0001221
PAY-01222,MPL-0146,V051,2026-08-22,3.24,Foundation,Processed,REF-0001222
PAY-01223,MPL-0146,V051,2027-02-08,2.31,Mobilization,Processed,REF-0001223
PAY-01224,MPL-0146,V051,2026-11-22,3.57,Mobilization,Processed,REF-0001224
PAY-01225,MPL-0146,V051,2026-07-06,2.42,Foundation,Processed,REF-0001225
PAY-01226,MPL-0147,V054,2027-01-15,5.09,Finishing,Processed,REF-0001226
PAY-01227,MPL-0147,V054,2026-11-26,1.16,Execution,Processed,REF-0001227
PAY-01228,MPL-0147,V054,2027-02-23,0.56,Mobilization,Processed,REF-0001228
PAY-01229,MPL-0147,V054,2026-10-13,4.26,Final,Processed,REF-0001229
PAY-01230,MPL-0147,V054,2026-12-30,3.12,Finishing,Processed,REF-0001230
PAY-01231,MPL-0147,V054,2026-12-26,0.13,Finishing,Processed,REF-0001231
PAY-01232,MPL-0147,V054,2026-12-10,2.25,Execution,Processed,REF-0001232
PAY-01233,MPL-0147,V054,2027-03-06,0.53,Execution,Processed,REF-0001233
PAY-01234,MPL-0147,V054,2027-03-10,3.56,Mobilization,Processed,REF-0001234
PAY-01235,MPL-0147,V054,2027-04-17,2.37,Foundation,Processed,REF-0001235
PAY-01236,MPL-0147,V054,2026-09-05,4.46,Execution,Processed,REF-0001236
PAY-01237,MPL-0147,V054,2026-08-24,7.7,Finishing,Processed,REF-0001237
PAY-01238,MPL-0148,V046,2026-09-20,0.34,Execution,Processed,REF-0001238
PAY-01239,MPL-0148,V046,2026-03-15,3.08,Final,Processed,REF-0001239
PAY-01240,MPL-0148,V046,2026-08-23,0.72,Execution,Processed,REF-0001240
PAY-01241,MPL-0148,V046,2026-04-14,0.91,Mobilization,Processed,REF-0001241
PAY-01242,MPL-0148,V046,2026-07-19,1.07,Finishing,Processed,REF-0001242
PAY-01243,MPL-0148,V046,2026-07-09,1.03,Finishing,Processed,REF-0001243
PAY-01244,MPL-0148,V046,2026-05-02,0.67,Final,Processed,REF-0001244
PAY-01245,MPL-0148,V046,2026-10-26,0.53,Foundation,Processed,REF-0001245
PAY-01246,MPL-0148,V046,2026-07-27,0.05,Execution,Processed,REF-0001246
PAY-01247,MPL-0148,V046,2026-04-14,0.02,Mobilization,Processed,REF-0001247
PAY-01248,MPL-0148,V046,2026-04-23,0.42,Finishing,Processed,REF-0001248
PAY-01249,MPL-0148,V046,2026-07-16,0.38,Final,Processed,REF-0001249
PAY-01250,MPL-0149,V036,2026-03-11,0.69,Final,Processed,REF-0001250
PAY-01251,MPL-0149,V036,2026-08-14,0.21,Execution,Processed,REF-0001251
PAY-01252,MPL-0149,V036,2026-04-26,1.89,Execution,Processed,REF-0001252
PAY-01253,MPL-0149,V036,2026-07-16,2.74,Final,Processed,REF-0001253
PAY-01254,MPL-0149,V036,2026-03-15,3.93,Final,Processed,REF-0001254
PAY-01255,MPL-0149,V036,2026-07-26,0.95,Mobilization,Processed,REF-0001255
PAY-01256,MPL-0149,V036,2027-02-03,1.7,Execution,Processed,REF-0001256
PAY-01257,MPL-0149,V036,2027-01-31,2.72,Finishing,Processed,REF-0001257
PAY-01258,MPL-0150,V055,2026-02-28,1.58,Execution,Processed,REF-0001258
PAY-01259,MPL-0150,V055,2026-06-26,1.08,Mobilization,Processed,REF-0001259
PAY-01260,MPL-0150,V055,2026-11-25,8.07,Mobilization,Processed,REF-0001260
PAY-01261,MPL-0150,V055,2026-10-05,2.12,Final,Processed,REF-0001261
PAY-01262,MPL-0150,V055,2026-12-26,2.01,Finishing,Processed,REF-0001262
PAY-01263,MPL-0150,V055,2026-10-15,0.57,Foundation,Processed,REF-0001263
PAY-01264,MPL-0150,V055,2026-10-06,0.33,Final,Processed,REF-0001264
PAY-01265,MPL-0150,V055,2026-03-31,5.39,Mobilization,Processed,REF-0001265
PAY-01266,MPL-0150,V055,2026-08-14,2.78,Mobilization,Processed,REF-0001266
PAY-01267,MPL-0150,V055,2026-12-16,1.15,Foundation,Processed,REF-0001267
PAY-01268,MPL-0150,V055,2026-05-07,0.62,Foundation,Processed,REF-0001268
PAY-01269,MPL-0151,V055,2026-09-24,1.38,Mobilization,Processed,REF-0001269
PAY-01270,MPL-0151,V055,2026-03-22,1.49,Finishing,Processed,REF-0001270
PAY-01271,MPL-0151,V055,2027-01-14,0.39,Mobilization,Processed,REF-0001271
PAY-01272,MPL-0151,V055,2026-08-01,3.24,Mobilization,Processed,REF-0001272
PAY-01273,MPL-0151,V055,2026-11-27,0.15,Execution,Processed,REF-0001273
PAY-01274,MPL-0151,V055,2026-06-01,0.75,Final,Processed,REF-0001274
PAY-01275,MPL-0152,V053,2026-07-15,7.69,Execution,Processed,REF-0001275
PAY-01276,MPL-0152,V053,2026-04-22,2.16,Final,Processed,REF-0001276
PAY-01277,MPL-0152,V053,2026-08-01,11.85,Final,Processed,REF-0001277
PAY-01278,MPL-0152,V053,2026-02-02,9.07,Finishing,Processed,REF-0001278
PAY-01279,MPL-0152,V053,2026-08-27,10.48,Mobilization,Processed,REF-0001279
PAY-01280,MPL-0153,V012,2026-07-31,10.0,Final,Processed,REF-0001280
PAY-01281,MPL-0153,V012,2026-08-01,10.0,Execution,Processed,REF-0001281
PAY-01282,MPL-0153,V012,2026-06-05,2.34,Foundation,Processed,REF-0001282
PAY-01283,MPL-0153,V012,2026-12-07,5.06,Mobilization,Processed,REF-0001283
PAY-01284,MPL-0153,V012,2026-09-12,9.55,Final,Processed,REF-0001284
PAY-01285,MPL-0153,V012,2026-08-03,12.55,Final,Processed,REF-0001285
PAY-01286,MPL-0154,V055,2026-06-02,1.86,Mobilization,Processed,REF-0001286
PAY-01287,MPL-0154,V055,2026-08-12,4.02,Execution,Processed,REF-0001287
PAY-01288,MPL-0154,V055,2026-12-18,2.05,Execution,Processed,REF-0001288
PAY-01289,MPL-0154,V055,2026-05-05,0.56,Execution,Processed,REF-0001289
PAY-01290,MPL-0154,V055,2026-10-30,0.47,Final,Processed,REF-0001290
PAY-01291,MPL-0154,V055,2026-04-19,1.82,Final,Processed,REF-0001291
PAY-01292,MPL-0154,V055,2026-10-29,0.33,Mobilization,Processed,REF-0001292
PAY-01293,MPL-0154,V055,2026-05-04,0.15,Mobilization,Processed,REF-0001293
PAY-01294,MPL-0154,V055,2026-06-07,1.16,Mobilization,Processed,REF-0001294
PAY-01295,MPL-0154,V055,2026-06-09,2.63,Execution,Processed,REF-0001295
PAY-01296,MPL-0154,V055,2027-01-02,0.16,Mobilization,Processed,REF-0001296
PAY-01297,MPL-0155,V059,2026-01-16,1.78,Foundation,Processed,REF-0001297
PAY-01298,MPL-0155,V059,2026-12-03,1.89,Execution,Processed,REF-0001298
PAY-01299,MPL-0155,V059,2026-09-03,0.75,Mobilization,Processed,REF-0001299
PAY-01300,MPL-0155,V059,2026-05-17,0.07,Execution,Processed,REF-0001300
PAY-01301,MPL-0155,V059,2026-12-05,0.22,Foundation,Processed,REF-0001301
PAY-01302,MPL-0155,V059,2026-03-19,1.39,Execution,Processed,REF-0001302
PAY-01303,MPL-0155,V059,2026-02-07,1.41,Finishing,Processed,REF-0001303
PAY-01304,MPL-0156,V040,2026-10-08,4.02,Execution,Processed,REF-0001304
PAY-01305,MPL-0156,V040,2026-09-18,1.54,Final,Processed,REF-0001305
PAY-01306,MPL-0156,V040,2026-12-17,0.23,Finishing,Processed,REF-0001306
PAY-01307,MPL-0156,V040,2026-11-01,0.23,Foundation,Processed,REF-0001307
PAY-01308,MPL-0156,V040,2026-11-25,2.25,Foundation,Processed,REF-0001308
PAY-01309,MPL-0156,V040,2026-10-07,0.36,Execution,Processed,REF-0001309
PAY-01310,MPL-0156,V040,2026-11-18,0.7,Finishing,Processed,REF-0001310
